feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,label
0.359295,10.645964,5.929321,3.790281,-5.874197,-4.991847,-10.166129,10.078897,4.599162,4.922415,-10.164299,6.951139,7.106168,-2.383387,-8.685175,-4.29576,-4.858033,-0.277067,0
-8.155064,3.218289,4.962298,1.431828,6.173047,-0.471136,3.473882,-2.368922,-11.899884,-10.577434,-9.189263,1.447528,-6.159068,-4.303367,9.707251,-2.862574,-3.211456,2.197422,5
-9.453135,5.435849,3.745644,1.241405,8.364364,1.205319,0.498413,-2.214952,-11.678407,-5.413692,-10.416133,1.901698,-3.040816,-0.044385,9.623306,-8.478685,-4.428321,3.114548,5
-6.20754,6.020237,6.857267,-1.255235,10.849028,3.026677,-4.079143,-0.614788,-8.48446,-5.786205,-10.47975,2.575676,-1.968353,-2.61172,8.630824,-5.944369,-0.503829,7.117524,5
-7.935011,4.569819,3.97024,0.956622,6.10275,-1.805151,0.414645,-1.694099,-12.764046,-5.420843,-11.94339,2.233045,1.075528,3.624681,8.210292,-6.175844,-1.093139,3.907105,5
-8.991702,3.888554,3.257955,1.598382,4.125898,-3.376882,2.135264,-2.955157,-8.52571,-3.384884,-8.158369,0.125954,-5.386213,1.691125,7.67491,-5.101929,-3.913529,7.724329,5
-0.433839,10.031768,5.904893,3.285411,-11.873287,-6.859714,-12.431245,8.341802,-2.163916,3.800574,-8.492771,7.162681,8.572285,-4.739973,-5.601851,-4.935907,-4.633555,0.798966,0
-8.149308,5.984191,2.692548,6.080235,5.094427,-12.584008,-0.745331,-5.872304,6.614646,4.040248,-4.438969,-9.843052,-3.325301,-6.09069,2.320039,1.526973,9.317594,-1.731092,4
0.232728,4.210392,3.0824,0.954037,-12.567515,-9.672568,-7.587749,7.38409,5.168572,7.251904,-8.722217,10.024674,6.780715,-11.063382,-9.15262,-6.130559,-2.683104,1.074468,0
-0.940254,-7.689596,2.707628,-7.320487,-3.275603,-2.697403,0.791513,4.176531,-4.493579,1.229321,4.027276,-6.757602,0.247079,-5.555452,-11.030336,11.297046,7.606392,5.4079,1
-5.122376,5.201045,7.81885,6.140048,6.393869,-1.759517,2.192647,0.871828,-10.90653,-8.668534,-7.385477,-0.084496,-2.322533,-0.031314,6.127941,-3.202398,-6.430866,5.328797,5
-4.386029,-10.244905,3.70361,-3.372128,-7.088753,-0.187895,-6.206614,11.028664,-2.584708,3.600479,-3.530318,0.535639,-1.384272,-4.569046,12.42874,6.284873,5.748299,7.274163,2
-4.506768,-6.511028,6.489497,2.400388,-4.788289,-0.489964,-8.934462,4.263253,-3.426537,2.277153,-6.786752,3.092492,2.381565,-3.233205,8.091849,2.112889,11.685143,6.584127,2
-1.397547,10.366507,3.036635,3.639176,-6.399634,-7.61066,-8.649088,9.444815,2.806001,-0.154153,-7.805854,11.027474,5.890723,-5.519721,-6.138021,-10.290829,-4.718496,-0.230826,0
-7.99061,4.098774,3.280954,3.140846,6.053537,-1.301759,2.952007,-1.386973,-12.20934,-6.909545,-9.906616,4.574508,-4.283772,-0.624768,8.257214,-7.052575,-4.576577,8.854862,5
-3.537375,10.809598,7.152274,4.348596,-8.511446,-9.187522,-7.845059,8.593723,2.822639,0.133325,-11.322079,9.338819,7.623289,-4.218603,-6.074994,-5.670342,-3.745424,1.866367,0
1.365137,-6.468468,5.237549,-4.87056,-4.007094,-3.722954,1.726079,4.786569,-6.017183,1.295231,-0.422875,-9.436429,0.307645,-9.701994,-4.530911,7.667626,10.560449,10.356773,1
-4.625508,4.776567,8.248814,2.837936,7.886623,0.223262,-0.145169,-1.39072,-6.669637,-8.633234,-11.063981,3.80555,-3.898205,-2.195589,7.199631,-3.115491,-1.610624,3.905077,5
-0.444221,9.110741,-9.667802,-5.212438,-7.908578,-2.910899,0.811565,-5.756384,4.424648,-2.089725,-10.207796,-0.688832,-8.454609,1.983554,-10.90517,9.173463,6.513653,-3.249761,3
-11.929519,4.615849,4.622117,5.490406,2.447592,-11.05842,-2.027816,-8.456807,7.603405,3.000999,-4.096548,-10.182539,-6.211463,-4.425834,6.635155,3.02183,6.1941,-0.687376,4
-10.322134,0.599686,6.602189,2.405048,2.93417,3.73198,1.594212,-2.023598,-9.914213,-9.046308,-11.326114,0.19892,-2.073542,-0.261058,9.082154,-5.287926,-2.921428,7.045458,5
-6.079296,4.404547,7.027175,-0.959671,4.430242,-4.415653,-0.329051,-1.211555,-14.329292,-11.157796,-11.671756,-3.234144,-4.910835,-1.228788,8.643847,-3.655712,-2.200112,5.092208,5
6.468671,4.986588,-7.066014,-5.783772,-9.47241,-2.990555,-0.779454,-5.727803,1.389795,-2.105153,-5.940948,1.300731,-7.736148,6.103625,-9.400873,10.063684,5.743166,-6.60971,3
-10.578624,5.574846,3.669235,2.599376,6.231471,0.2054,1.238713,-0.109525,-8.596048,-9.121348,-10.716797,2.681804,-2.809924,0.806285,11.552349,-3.306782,2.120643,7.262621,5
-1.335429,-12.452433,4.240484,0.51768,-8.222419,1.9754,-5.763681,10.251133,-3.967105,1.490615,-0.31709,-1.463698,2.04796,-7.537098,7.340284,8.174452,11.586893,5.734588,2
-1.473471,-4.162882,6.394456,-7.191283,-2.406723,-1.779702,-0.362673,7.363488,-8.893084,0.107453,2.410986,-10.996014,2.057471,-6.401397,-9.036372,7.202706,7.805073,5.526629,1
2.344793,8.906921,-5.417652,-3.758275,-7.930889,-2.772535,-1.912399,-3.483267,6.610845,-5.183388,-8.766577,0.866844,-7.830691,1.555397,-5.21504,8.119346,5.077006,-7.239111,3
-9.965948,6.582475,5.532575,6.45946,4.429488,-9.330848,0.072259,-6.679109,5.614457,1.954761,-0.865792,-11.834799,-3.292351,-4.412132,6.58685,1.534604,4.160787,-2.409096,4
-7.488695,9.038715,8.26768,3.820328,4.404467,-11.881413,-0.007458,-7.72697,9.462025,6.027875,-0.205265,-10.375805,-0.877856,-5.437187,2.679962,-0.982222,8.51558,-0.531932,4
-0.822595,-9.68085,4.084854,-0.502377,-10.06172,1.664556,-11.043442,9.53331,-4.634523,1.690852,-4.204725,1.290477,2.196659,-9.90585,10.321379,3.711781,6.209421,7.714303,2
1.798866,5.475017,-6.912017,-6.779635,-9.893581,-3.316865,-1.789794,-1.800627,6.271138,-5.382574,-4.443545,3.08378,-6.759795,5.942027,-11.560289,11.647558,8.774054,-5.469845,3
-10.518707,5.463156,6.520934,5.327958,4.922033,-8.689196,-1.984307,-7.732956,4.438066,1.419532,-2.182248,-9.608257,-2.813685,-7.098274,2.323302,1.278901,8.931657,-2.236862,4
0.902585,9.083739,-9.556383,-8.216387,-11.218322,-1.623116,-3.084821,-6.061699,2.908311,0.203028,-5.806364,1.838316,-5.150795,5.358084,-10.453588,7.062633,6.212689,-4.07052,3
1.585675,-4.189655,3.952988,-8.596016,-4.031059,-0.455129,-0.1141,6.727388,-3.952864,3.658927,4.111574,-8.40751,2.121463,-6.205402,-11.266808,9.513619,7.022933,5.419825,1
-5.236014,2.429561,6.202769,0.253954,4.56968,0.768564,-0.059205,0.571693,-6.590998,-7.378685,-6.489964,3.0379,-5.514933,1.01157,7.772653,-4.19341,-0.585956,8.259442,5
0.183751,-4.861488,2.553536,-11.030172,-2.295508,-7.782773,-1.475978,8.789994,-4.565075,-2.775141,-0.83232,-10.265863,2.307649,-4.836416,-7.490692,6.860202,10.550107,7.618621,1
-2.130807,-6.432464,6.248191,-3.211222,-4.182587,-1.122149,-11.472847,10.33596,-3.58259,-0.157977,-2.018008,0.969332,1.000609,-7.253451,12.010212,8.669034,10.086117,5.400586,2
-7.164519,4.11742,4.818649,1.334013,4.458852,-7.710881,-2.187371,-6.440764,6.045045,3.41713,-3.714629,-6.829902,-2.220849,-4.812108,5.220264,1.958735,5.740371,2.269393,4
-8.199086,6.939867,4.184666,7.833379,3.89279,-9.061444,-2.442485,-9.17442,8.690999,4.359905,-2.606192,-8.70134,-1.738269,-2.194681,6.645386,2.161945,10.733256,2.427999,4
-1.222636,5.164576,3.716583,1.519039,-3.970722,-8.042724,-13.441797,5.315584,0.699914,-0.151513,-7.650905,6.259037,7.540896,-7.938011,-3.349532,-6.884217,-4.873378,1.551638,0
-10.478775,5.189986,2.21891,5.890145,3.449532,-10.434236,-4.673639,-5.290675,6.66624,-2.204599,-5.74269,-7.471852,0.059379,-2.845125,4.172775,1.666335,8.042902,-2.480509,4
1.435516,-4.763569,3.45283,-5.944326,-5.672463,-1.29688,-2.092297,6.561645,-7.252445,0.846809,2.106739,-8.847115,2.694819,-7.650828,-11.031666,9.140924,11.518227,7.334435,1
2.042947,9.580226,-9.382559,-1.725195,-6.73505,-2.70143,-1.579378,-4.356375,6.29238,-0.322463,-3.12174,-0.298662,-6.95047,7.246608,-7.774848,8.593903,3.907732,-4.302574,3
-10.430521,7.589303,4.922943,1.205954,4.778288,-13.97479,-6.580306,-12.057402,6.945791,1.051312,-4.692337,-6.847473,-4.456103,-7.892836,3.399342,6.302773,6.385903,1.019227,4
-0.263179,9.391749,-7.218822,-4.487791,-12.397442,-1.725199,-2.839202,-5.124116,8.603625,0.122438,-4.585091,-0.616128,-9.477067,4.283637,-8.430493,8.318255,7.460431,-5.014285,3
-4.23998,-6.011833,4.032928,-3.820695,-5.832738,2.69194,-10.765981,8.021962,-0.805655,2.588867,-5.862075,-0.780923,0.358567,-4.01896,8.533239,7.060734,9.505621,8.023698,2
-3.403712,9.362127,4.456961,-0.471321,6.140116,2.816634,1.310271,-2.685353,-11.994544,-9.638148,-10.12013,-2.07671,-5.858242,3.877768,9.984202,-4.086002,-0.333049,8.285198,5
-3.715497,-7.550282,2.934415,-3.816519,-5.336124,-2.053434,-9.824833,10.294952,-7.589217,2.652557,-0.917208,-2.436576,0.062791,-8.861982,11.348517,9.382386,11.200569,8.630268,2
2.308207,9.181754,-9.09714,-3.400577,-9.214087,-2.172988,2.546345,-6.253485,5.690202,-5.189466,-4.497109,2.40686,-9.472045,6.67967,-5.682777,11.676733,9.190507,-9.07223,3
-10.221351,4.743395,5.819264,3.921935,6.829785,-7.46014,-6.428199,-4.650571,7.464041,-0.170355,-2.517679,-8.989738,-8.358328,-4.622509,6.032682,3.884487,10.330492,-5.127762,4
-4.934242,9.837007,3.760647,2.373134,-4.964808,-9.328909,-9.400915,7.086454,0.993762,5.961111,-11.029087,8.287396,5.229015,-3.569107,-7.348389,-5.411819,0.036255,0.345492,0
-6.686945,6.538682,3.020078,4.050686,5.297922,-9.648631,-0.853994,-11.574897,9.393457,3.637847,-3.528053,-10.808838,-7.386975,-1.594182,5.87469,3.104691,10.075458,0.581633,4
-5.679502,-7.312711,6.115131,-3.263202,-8.241636,1.692722,-10.611373,7.19618,-10.548697,1.656761,-7.226418,0.353304,-3.342704,-7.177729,9.70949,5.116405,10.072153,8.991782,2
-2.2167,10.947937,-7.711601,-5.474515,-8.934486,-5.291709,-4.228665,-2.045066,5.292611,-3.586069,-5.396876,1.009298,-8.011697,5.660158,-7.169522,7.828007,5.70362,-3.23312,3
0.658293,11.347199,-9.533567,-5.839025,-5.443285,-1.940072,-5.744597,-4.85743,7.016732,-5.107274,0.073069,-2.805238,-5.329226,5.950791,-10.136611,11.08995,4.580608,-1.480797,3
-5.922039,-7.739974,2.573294,1.28113,-1.399004,2.103666,-8.667399,8.298593,-1.501072,3.406693,-2.618914,-1.594847,-0.077945,-5.304115,11.767799,5.125741,9.756057,5.853304,2
-1.699351,-6.123839,2.762741,-6.544888,-2.266623,-3.334556,-3.590769,5.15647,-6.045894,2.537525,-1.16871,-9.824066,2.737586,-3.498483,-10.03685,7.350901,10.642677,1.613596,1
-1.005477,6.812152,5.171293,2.798177,-5.937852,-5.759581,-7.582876,6.075937,-0.913009,2.414381,-8.128468,6.996504,4.567631,-7.845506,-10.05545,-8.625919,-1.914361,-0.938401,0
-4.998283,9.480022,3.423867,-0.05579,-9.559771,-6.015676,-10.201088,9.259175,4.009865,6.90928,-11.293084,10.348928,7.913761,-6.701574,-7.907045,-3.112868,-3.460163,1.767064,0
-10.115489,7.13362,1.94093,5.544746,6.459009,-7.865361,-2.826586,-10.83955,6.428387,2.575207,-3.227153,-8.826461,-3.216895,-5.057448,4.994306,2.533376,8.186526,1.895935,4
-0.598829,-3.753368,3.261186,-3.134463,-5.494181,-2.327873,-7.765142,7.430458,-4.863582,3.47678,-1.99394,4.488381,5.527856,-6.985031,9.288526,4.80022,8.115771,7.868631,2
-1.463527,7.866886,4.59117,6.25771,-3.424541,-6.007462,-8.762321,7.563586,3.249336,2.115866,-10.103063,6.061029,7.447299,-4.458826,-7.329874,-3.183936,-6.366686,-2.433621,0
-3.315084,9.147739,2.902525,1.511857,-6.755964,-7.049924,-6.153821,6.663187,0.158127,2.422229,-8.27811,6.59192,6.24648,-3.098217,-5.778304,-6.481121,-3.986976,-1.564001,0
-11.360544,7.426892,7.408467,3.133678,3.288356,-8.931418,-6.134093,-5.401866,7.22716,0.601683,-2.225715,-10.556617,-7.630555,-3.426,4.943225,0.567313,5.553275,-2.813215,4
-9.568555,1.261434,4.515616,1.826797,5.748605,-7.576156,-4.690187,-7.181043,8.289075,2.302189,-0.132576,-8.49611,-5.351239,-5.964633,5.482863,2.883845,8.844657,1.471516,4
-6.661299,-10.740338,3.469271,-1.237045,-9.2567,0.049455,-9.264786,11.855188,-5.617083,0.920412,-0.852479,-0.700752,1.771052,-4.044175,12.771408,5.808626,6.4577,8.717332,2
-3.28014,-5.025585,0.584904,-6.561979,-4.556319,-0.157989,-2.324977,6.064668,-6.388731,-0.303756,1.69428,-6.029998,3.837072,-7.50213,-9.920479,7.413019,9.543934,3.135601,1
-8.258745,8.980042,3.349144,4.576326,10.251426,-10.672695,-5.052755,-6.319326,9.115338,1.360462,-0.97897,-7.571609,-3.186982,-1.496253,4.894951,3.596769,5.157661,0.597051,4
-7.593471,3.862531,0.796822,5.703862,5.596082,-9.991064,-3.070406,-7.544393,7.488316,7.779976,-0.894617,-7.525454,-5.572954,-1.596174,1.965492,2.441887,7.37028,-1.235756,4
-10.053653,5.736845,8.289243,4.89948,4.187281,-10.710276,-5.635452,-5.755669,8.646129,3.200439,-3.772849,-9.71714,-4.010137,-4.333858,6.176511,2.40033,9.023585,-2.03063,4
-2.560548,6.45846,1.640449,1.93121,-11.720062,-7.91644,-8.376267,5.20949,4.010275,6.543465,-11.621712,8.802109,8.638239,-5.755833,-9.152458,-6.618552,-5.621012,2.711524,0
-7.515915,3.042024,4.284689,3.837908,5.470802,-1.769517,-1.476433,1.595368,-7.56978,-8.77897,-9.336532,2.97689,-1.579943,-2.330925,9.341995,-2.674156,-3.636667,3.114594,5
-1.802392,-4.027089,2.499613,-8.734408,-2.851766,-4.049062,0.615425,7.641578,-7.750842,-1.41075,2.075602,-6.063679,0.965479,-7.39591,-8.056824,10.291272,10.366575,6.232534,1
5.914132,5.574358,-9.677766,-8.040239,-10.717975,0.307824,0.874228,-6.156326,5.391774,-8.296039,-4.391148,-0.805667,-8.24085,6.576098,-9.131635,8.536369,7.347766,-5.198669,3
-4.88929,4.478426,5.224229,1.672295,5.577707,-0.960188,0.79303,0.557409,-8.498686,-10.254556,-9.616575,0.109782,-2.461922,-0.924237,7.550445,-5.843991,-4.617833,3.572571,5
-3.756954,-6.392565,2.369103,-0.688452,-5.454674,2.739811,-7.727746,7.733748,-5.220562,2.512869,-3.655929,1.931293,-0.926748,-7.468509,10.825138,5.196119,9.14306,9.177232,2
-0.068734,-5.53168,3.96266,-4.805054,-1.240433,-5.479651,-0.317238,3.473852,-6.597542,-0.182363,2.411915,-8.109994,0.943531,-4.153849,-6.031939,9.350576,12.763115,6.009626,1
-2.119473,-4.490292,1.277995,-7.612157,-5.489303,-2.769315,-3.725727,6.73173,-5.485437,-2.238968,4.501009,-10.724691,4.528799,-5.930669,-6.697842,9.330089,10.446316,8.147155,1
-12.63109,6.71973,4.198296,6.270125,4.542048,-5.361653,-0.882548,-6.051061,4.909319,3.890095,-5.324374,-8.764907,-2.868284,-5.616313,3.967124,4.751327,11.913526,-1.351618,4
0.630495,7.78732,-11.393064,-7.464673,-7.903731,-3.9854,-5.46085,-4.878199,7.918919,-0.529564,-7.530743,1.75749,-5.91721,6.020716,-7.557854,6.64122,5.886332,-7.302634,3
-5.852341,-6.682587,4.574818,1.144053,-6.875303,-0.256609,-8.076914,6.757461,-5.685787,2.172086,-1.274683,0.214221,1.17151,-7.555819,9.961254,5.444876,11.529132,7.670974,2
-2.252646,-8.638465,2.939199,1.516416,-6.542498,0.801814,-9.44617,8.37694,-7.897799,3.152223,-1.100117,-2.349183,2.391446,-6.138347,7.484681,1.332802,10.678137,9.86826,2
2.820031,12.763135,4.890661,0.756863,-6.645545,-6.392456,-11.325045,7.483605,4.667109,0.562738,-7.935142,12.147793,5.527738,-2.364866,-7.744175,-5.449744,-4.528701,-0.118864,0
-5.564784,5.072939,6.218029,2.178525,5.945667,2.337882,3.385355,-3.652897,-9.657436,-8.444651,-10.604016,2.953475,-2.352505,-0.899693,12.762998,-5.997086,-0.746344,4.022965,5
-5.86509,3.433818,5.434606,1.149589,5.869817,0.609722,-0.261647,-3.313612,-7.876882,-8.311465,-12.405303,2.380908,-3.206809,-0.259242,7.758481,-7.282542,-0.963974,4.576308,5
-3.894599,-5.845029,4.81716,1.690937,-8.184903,0.353937,-11.912015,5.335931,-3.09467,1.795386,-1.753394,0.330752,2.75156,-4.682301,4.525733,4.928713,6.703636,1.647374,2
4.184878,8.545814,-5.589414,-6.286494,-6.715007,-0.994101,-2.027566,-4.229526,7.567448,-4.978059,-5.987378,0.422377,-6.90711,9.096517,-9.7696,8.92625,6.79839,-4.454488,3
0.221913,-3.964964,4.278172,-0.516789,-8.765249,2.28558,-8.888491,5.409512,-6.015293,3.394587,-1.539336,-4.372452,1.679605,-6.32398,8.372977,4.646039,10.820552,7.887312,2
-2.805153,-3.888001,-1.731941,-7.316632,-4.011718,-0.253605,-3.900768,5.137549,-3.100858,3.455463,0.179557,-10.442371,-1.248442,-10.835524,-9.476734,7.687154,13.43568,6.863365,1
3.306106,7.462557,-11.703769,-9.921831,-8.600429,-5.118998,-3.105007,-8.545991,6.49028,-3.734844,-5.993809,1.612142,-10.045629,7.017617,-12.370498,13.648713,5.399602,-1.427023,3
-1.51008,10.783171,5.216179,2.690866,-4.502015,-8.210201,-10.549813,4.95168,2.388129,0.453987,-8.664002,9.179811,8.918132,-7.097052,-6.770137,-4.087503,-1.148884,-0.865176,0
5.349672,7.4772,-10.187361,-6.896702,-6.471408,-3.170929,-5.518847,-2.445232,8.811884,-2.660111,-3.533595,3.016274,-8.217135,10.436076,-6.659824,9.894439,5.666224,-6.89251,3
-6.687202,5.712049,5.766513,0.59563,5.782525,0.095983,1.565523,-3.613847,-4.59869,-5.031636,-6.849895,0.829599,-2.957672,4.40386,10.016873,-10.541163,2.254437,5.812526,5
-0.461501,-4.487686,1.230807,-10.363889,-3.716846,-1.45155,-0.753524,5.557767,-3.033152,3.526578,3.99136,-8.401522,2.345008,-8.696576,-12.510734,11.719403,9.540753,12.951434,1
-0.029674,-2.566863,2.904104,-5.99408,-5.108336,-4.908403,1.837326,7.464029,-6.569396,-1.044044,6.420571,-10.879957,2.605356,-7.93,-9.521348,7.477248,4.98426,6.948273,1
-3.053847,8.476949,4.668038,3.280044,-6.983754,-9.603383,-7.687296,8.320662,2.433354,6.311934,-9.527553,11.620949,9.463275,-4.588592,-7.859368,-6.593481,-1.437443,-2.500127,0
3.124065,5.666124,-8.569774,-6.385345,-10.82767,-5.805165,0.613258,-2.694142,7.190214,-3.568561,-0.926287,1.481945,-8.544639,5.613953,-9.773176,9.842422,4.764918,-6.469165,3
-4.756112,6.127109,1.091929,0.38148,-11.061337,-4.72245,-7.992135,6.820242,4.241068,2.019139,-11.228272,5.53061,8.19756,-7.3739,-6.332109,-4.326757,-1.173454,0.436836,0
-1.361177,-4.60812,2.807685,-8.533284,-2.43147,-2.531477,0.552958,5.348887,-5.008561,1.614799,-2.190538,-11.993216,1.034313,-6.851879,-6.148275,9.885592,10.359235,9.251382,1
2.509719,8.925856,-8.713752,-4.822261,-9.634428,-3.817619,-3.145,-4.072412,5.035469,-3.440227,-3.482586,3.752209,-11.70664,6.12197,-8.383691,7.683839,3.827375,-8.421051,3
-8.040069,9.213575,7.684668,-0.980641,5.176456,-9.044329,-1.847909,-9.721299,8.457471,4.598062,-2.911976,-7.867132,-5.907214,-1.879788,3.931683,4.028642,6.589632,1.75872,4
-10.462844,8.353881,3.983984,3.76067,3.430198,-6.846037,-1.366245,-6.595,5.193337,3.180881,-3.869859,-7.773799,-1.797571,-6.789306,4.22399,4.638667,13.738202,-1.680665,4
-8.529736,3.632193,5.032813,6.512659,7.986549,-7.523909,-3.125115,-8.204217,9.788404,2.237906,-2.280693,-8.785804,-3.505948,-6.007128,7.568635,3.533241,8.095912,-3.512719,4
-1.526194,-9.69406,5.062082,0.883971,-9.686475,-4.124634,-8.072821,4.352074,-6.2323,-0.144398,-3.706107,4.292152,2.408212,-3.297432,10.441109,2.275317,8.604058,8.486738,2
-0.161003,7.39258,-3.938221,-4.878021,-10.988645,-0.416587,1.716678,-3.740752,2.737354,-2.65836,-3.560309,4.689569,-6.217145,6.724421,-7.335377,13.017194,4.72328,-4.829439,3
-5.960324,-11.286982,2.752199,-0.074403,-10.945707,-0.729303,-9.55704,7.342725,-7.32308,2.952043,-5.1705,-2.511499,3.283816,-4.340557,8.11607,4.314527,8.59266,9.59994,2
0.042658,8.629057,5.566185,2.458685,-6.844312,-8.512128,-10.72475,8.656872,0.356661,0.607614,-9.651833,12.308678,1.059152,-6.329878,-5.013071,-9.978903,-4.341821,-1.783786,0
1.699295,7.065222,-4.670699,-6.180082,-11.419421,-4.452477,0.125288,-3.692998,5.023219,-4.002521,-2.21547,-2.243287,-5.838687,6.322555,-10.476192,10.520651,3.667036,-9.265203,3
-2.506186,-4.954219,4.149438,-0.377499,-10.954712,-0.909961,-8.947559,11.07281,-5.922937,3.546675,-1.26854,2.558075,1.751834,-7.515188,10.462776,5.807641,6.375078,7.48322,2
1.123928,8.397115,-5.260587,-8.315509,-5.269838,-1.384115,-0.709773,-6.264662,7.400621,1.019174,-2.946711,-1.616581,-10.321978,2.84503,-5.814053,7.606001,5.74329,-3.962874,3
1.409695,8.621941,-8.891318,-6.545257,-12.928808,-0.974101,-2.085781,-8.794033,7.570645,-5.363036,-1.713439,2.571635,-10.703396,6.856148,-10.570161,10.459544,6.486767,-5.759626,3
-3.436312,-3.261183,3.70229,-10.010644,-4.647996,-5.232202,-0.229627,4.329454,-7.074619,-0.148899,2.420124,-8.960788,2.937301,-5.151979,-8.965191,6.906523,6.110046,4.642278,1
-0.366446,7.327241,2.331652,2.893521,-3.69006,-5.38012,-11.652363,6.092857,3.981497,7.323672,-9.130887,8.239852,9.94089,-5.902405,-7.575118,-7.881775,-6.305192,6.162289,0
3.581549,10.565536,-8.479296,-7.143166,-8.382573,-4.604597,0.704173,-3.810815,7.929493,-3.006449,-3.243807,-4.614499,-4.842481,0.852395,-10.050365,9.908883,6.473064,-2.561884,3
-12.348938,6.743964,6.262775,2.492188,5.677875,-7.616907,-4.160545,-6.407661,9.653509,2.088953,-2.776828,-8.006992,-4.218588,-5.608391,2.976577,4.721243,6.448126,-0.840139,4
2.935542,10.126189,-11.308428,-5.988428,-9.551527,-1.750911,-2.960312,-2.306822,3.37779,-0.929878,-6.415367,2.56355,-9.316025,6.511216,-8.822308,9.072551,5.144362,-4.202237,3
-8.154988,3.568571,3.890391,-0.498697,6.027379,-3.201081,0.723687,-3.121907,-8.937308,-6.516965,-10.557061,2.387683,-4.215182,3.035711,10.380145,-6.642846,-0.999854,5.150176,5
-9.753622,6.476323,3.415926,7.349594,7.287466,-8.106731,-2.188789,-7.160998,7.920143,4.706967,-3.385246,-6.45129,-1.030362,-2.571933,6.550641,1.010286,8.351165,-2.827455,4
-6.783411,6.361777,4.97452,3.874428,4.362606,0.755279,-0.846115,-2.541942,-11.381297,-6.213105,-12.622886,5.193546,-4.510962,-0.160365,6.85992,-5.665089,-3.027772,3.38666,5
-1.7161,-3.508598,4.052877,-8.992345,-4.844427,0.265929,-1.600824,6.438019,-8.474908,-3.144326,-0.232118,-10.450776,4.230719,-4.290465,-12.549609,7.89522,10.708219,5.957241,1
-3.229275,-5.28291,4.571435,-0.140551,-9.38728,-0.081034,-9.960322,10.096078,-3.738101,4.524272,-4.216221,-0.419511,1.546389,-3.873735,7.576517,4.560459,12.737951,5.831196,2
-2.547334,7.956279,2.966039,3.671681,-8.174199,-6.899119,-10.703063,7.470967,3.941761,2.405698,-8.308437,9.51117,6.743492,-6.454033,-4.816686,-4.990074,-4.182025,0.900485,0
5.854987,10.558639,-8.838871,-9.329155,-8.474475,-3.718299,-3.06553,-3.552579,6.644238,-4.441319,-3.281686,0.387621,-8.839898,4.356031,-9.8402,9.164615,2.018376,-5.659435,3
0.391019,-7.254186,0.632259,-6.087491,-4.70255,0.236275,-0.621591,6.745513,-7.386233,-1.792387,-0.463621,-10.940884,0.761003,-4.275318,-7.892164,6.422248,8.488906,6.107229,1
-6.868564,5.824635,5.161471,3.226541,5.451049,-9.102417,-0.74349,-6.042361,5.807234,1.78368,-6.9324,-6.446043,-2.26682,-3.404657,6.018101,0.483633,4.678045,0.295336,4
-2.530755,-4.117293,-0.225524,-5.137299,-5.683722,-2.448688,-1.527172,7.003919,-4.815652,1.298765,-0.489493,-9.455905,5.355416,-7.27329,-6.600406,8.957428,8.693113,6.541068,1
-4.041374,11.33926,4.661765,-0.551732,-9.524703,-8.501991,-8.834077,8.258282,1.36418,4.93145,-10.462443,11.846037,11.752533,-6.538443,-5.403635,-5.535088,-3.637764,1.801631,0
-6.098004,-11.026947,2.888943,2.013132,-6.545211,1.125196,-9.714913,8.908328,-3.17841,2.916178,-6.549912,-1.198245,-0.663981,-1.291784,10.018823,5.015804,6.091891,9.516557,2
1.488139,6.592872,-6.751339,-2.637954,-11.761284,-2.426405,2.07395,-4.524102,7.614174,-2.202368,-4.70779,6.376054,-6.158901,7.618209,-11.911215,9.350905,7.101433,-6.940212,3
-1.756546,10.227136,5.625098,2.878695,-1.477894,-7.032481,-6.965653,6.381543,3.603583,6.040091,-8.859458,12.736691,4.880301,-6.72766,-5.93874,-4.570296,-3.556296,3.066647,0
-13.010004,2.581386,2.125833,5.187709,3.145122,-9.132101,-4.935704,-9.903343,5.536059,2.104993,0.100528,-8.620736,-4.788763,-5.466542,3.935235,4.327175,8.794811,-2.204592,4
-3.915576,-5.632272,1.666027,0.092693,-8.87064,0.527523,-7.573727,12.646285,-2.38373,2.64783,-6.849006,1.404875,3.813379,-6.197683,8.537656,7.112619,8.468818,7.347284,2
-0.032769,8.835946,-5.940896,-10.392893,-8.400527,-4.002622,-4.27381,-4.180401,6.434341,-4.564838,-3.978233,-0.326349,-6.202744,8.33941,-8.234242,12.459712,7.228421,-6.158623,3
-1.211252,-4.061222,2.07243,-6.774999,-4.978708,-5.929309,2.818893,6.763481,-7.409656,0.986995,-0.411664,-8.31014,3.635947,-4.523635,-7.561373,8.597812,11.361094,5.063926,1
-4.500607,9.505925,6.422981,-2.728804,6.556497,-2.31574,3.107581,-0.720835,-6.338957,-5.160853,-9.338238,2.878796,-3.433611,1.023736,9.62303,-4.373172,-1.518198,6.733399,5
-5.614484,-6.561922,2.942505,-1.148967,-4.39652,2.746616,-7.475079,11.549828,-9.461342,1.906787,-2.427221,0.365552,3.251154,-8.634235,11.845443,6.603642,9.088681,4.665158,2
