@relation dataset_classification

@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute feature_10 numeric
@attribute feature_11 numeric
@attribute feature_12 numeric
@attribute feature_13 numeric
@attribute feature_14 numeric
@attribute feature_15 numeric
@attribute feature_16 numeric
@attribute feature_17 numeric
@attribute feature_18 numeric
@attribute feature_19 numeric
@attribute feature_20 numeric
@attribute label numeric

@data
-2.018285,1.51315,-1.312447,1.215462,-0.52859,0.100393,2.236415,1.944544,5.386613,6.453306,0.530685,2.67143,2.649759,-0.787966,-2.154487,-1.231919,-1.212765,1.92167,-0.129371,2.049527,0
1.820976,-4.008369,-3.689804,3.918409,1.844184,-1.366497,1.041294,-2.074815,-6.505014,-14.06916,-1.601578,-2.914844,3.089442,-1.894215,2.549595,0.915217,3.080592,-1.10321,-0.432419,-7.479376,2
0.748987,-1.578689,3.014569,-3.20707,0.13864,1.207963,1.743241,1.407392,-0.65297,-3.432081,-2.016721,-1.673329,1.064758,1.309969,3.0039,-2.931269,-0.013657,-0.908008,0.444524,-5.142594,4
-3.365917,2.367663,-0.845326,3.309047,-1.543947,-1.673885,1.682703,1.329348,-1.747706,7.534739,-0.460246,3.179854,-3.874743,-4.042434,-0.278698,1.975308,-0.094814,-0.106193,-0.236765,2.660243,3
-2.028913,3.387976,2.530275,1.888509,-1.96745,-0.487434,2.876402,-1.389917,1.681862,4.714148,-0.713333,2.616168,2.071948,-2.106729,-0.414825,-1.678799,-1.571969,0.140531,-0.013366,-0.496853,0
1.83097,0.506167,1.27191,1.785307,2.471786,-1.018245,2.892326,0.500041,4.746582,-1.393083,1.58042,1.473773,1.780838,-5.337922,-0.909806,-0.79523,-3.225169,0.738333,-0.594469,0.25313,0
-0.233422,-1.45962,0.984101,17.108919,-2.608933,0.543834,7.710836,-5.702174,0.935495,-5.32778,0.36558,-0.127811,4.625174,-0.255941,-2.718388,0.440347,-4.85217,0.50126,-0.134707,-3.503857,0
3.379583,-1.831574,0.93706,1.8441,1.672446,1.018583,1.818353,0.819738,6.038254,-1.873024,0.903966,-0.504118,1.617575,-0.413485,-2.554308,-0.884226,-3.400788,1.795175,0.236135,1.545458,0
-0.485309,-0.654129,1.914485,-1.538048,0.58947,0.495479,-3.04665,0.20462,1.481779,-3.06295,-0.57279,-1.817712,0.796234,1.797623,3.62974,4.965213,-2.026076,0.055036,0.155473,1.354636,1
-1.231404,2.959806,-5.271428,4.097574,6.109754,-0.074391,0.413966,-1.791533,3.889579,-10.155783,-2.279656,-1.855152,-0.899823,-2.260632,1.14935,3.959449,-1.391559,-0.134833,-0.448591,3.391638,2
2.235278,3.117309,0.488143,-8.611222,-3.221855,0.050587,1.191965,3.776993,5.88959,6.236695,-0.342602,4.399247,0.071517,-2.011526,-0.092731,0.57247,1.053677,-1.100363,0.021834,6.71918,0
-1.685493,3.949739,0.299944,-2.503494,-1.628043,1.366282,-0.676445,-1.502489,0.345361,6.137218,-1.152972,2.949873,1.966451,-1.150047,-0.367417,-2.87911,-0.169028,-0.786301,0.363325,0.733829,0
1.584894,4.125984,-2.442548,-6.781749,-1.101121,1.567005,3.876166,2.676005,6.331519,1.261302,-0.281681,3.277447,-0.38286,-0.775686,-0.427024,-2.24554,1.936411,1.212776,-0.201568,5.156762,0
-0.343767,1.180302,-2.598532,0.323906,-0.262102,-0.049881,2.252128,2.135039,0.716345,4.304213,-1.078981,2.69648,-3.046122,-2.544651,-0.425605,-1.837028,-1.082583,0.20498,0.08081,2.689763,4
-1.88746,-1.969824,-1.069675,5.641796,3.621479,-0.264504,2.33753,-1.100994,-1.644057,0.698801,0.243157,2.784864,-2.2465,-3.09269,-1.427916,-1.777043,-1.418582,-0.553563,1.226241,-2.458762,4
1.075382,-1.560975,-4.848205,0.712615,4.658248,-0.316373,1.346709,-1.617236,0.632161,-14.0804,0.457183,0.031028,1.546205,-1.596261,2.828215,3.290428,1.75229,0.827529,-0.727234,-1.055856,2
3.95007,-2.257053,4.307757,-6.023924,0.99706,0.519673,4.983897,6.843681,9.604878,2.609213,-0.021326,4.026899,-2.683687,-3.186458,0.000308,1.381916,-2.167642,-1.496231,-0.786126,4.785109,0
1.809306,1.345447,-3.882757,-0.768296,-4.060419,-0.446599,2.786199,3.488006,2.242349,7.424534,0.128515,5.795115,-0.658542,-5.40938,-1.712216,1.037232,0.265974,-1.125375,-0.09787,6.450151,3
-0.258655,3.843535,-2.992813,-3.040359,4.126254,0.14941,1.003103,0.378939,7.426903,-7.579825,-0.900503,0.312868,4.086892,-3.021745,2.181461,2.615505,0.106178,-0.099445,-1.463611,2.585205,2
4.564563,0.89799,1.513932,-11.245809,-2.362944,0.218098,-0.791731,2.046519,7.234343,2.52731,0.231525,2.889759,0.430521,3.642425,0.527877,-1.617831,-1.097572,-0.832842,-0.236109,6.648924,1
3.003992,0.340975,-1.622487,-1.846227,-1.946955,1.103553,-1.656046,-1.192935,-0.646056,-1.580053,-0.922558,0.521469,0.697097,-0.002823,1.364477,-0.485097,-1.971246,1.024613,0.460004,2.443861,2
1.028995,1.228419,2.055376,-7.374725,-4.325429,-0.948308,-1.186307,0.337846,-3.817116,-0.11328,-1.111312,-0.113658,-2.565652,3.309742,5.768436,-1.255055,-0.234818,-0.166719,0.432424,0.266873,1
0.787942,-1.024241,-1.282954,0.630038,-0.787619,0.588521,-3.471742,0.767636,1.212509,-0.486399,-0.215598,-1.386499,1.352243,0.579497,0.978172,4.699739,-1.87503,0.820092,-1.370237,3.438316,1
0.337316,-3.79233,-2.439729,2.301072,0.363233,0.385654,-3.083052,-0.088046,-0.238894,-4.71769,-1.304553,-1.611141,2.744671,2.267531,3.148477,3.759076,-3.142422,0.366185,-0.808903,0.119201,1
1.320729,-1.049309,-0.864089,1.188076,1.355127,0.588883,2.362434,1.950445,-6.348242,-3.084057,-0.03066,-2.381853,-4.442447,-4.051007,1.276653,-4.08597,0.926773,1.028018,0.514636,-5.02846,4
2.49985,3.53918,-1.071151,5.286621,-1.34314,-0.074539,3.319862,-2.330387,6.294683,-0.21295,0.919633,-0.311381,1.088607,-0.03162,-4.584459,-1.332876,-3.283898,0.630591,0.207954,5.273326,0
3.212568,-1.259504,-5.559691,-6.759673,2.222074,-2.095556,0.899524,4.264168,7.426674,-2.545721,0.234942,2.983876,-0.259692,0.271401,-0.328893,0.974382,1.26542,-0.03867,0.932431,6.45232,1
-0.892418,-1.272219,-0.656675,3.671479,2.005354,1.610598,2.367628,-0.463619,-1.619819,-6.367451,0.270585,-1.223671,3.185354,-2.875557,0.833367,0.679506,1.818714,0.610025,-1.163367,-5.585441,2
0.577851,3.717034,-0.912376,-5.968371,0.580414,-0.977417,-4.038786,-3.127787,0.403941,3.73784,0.831421,3.470886,-1.822099,0.071824,-2.010865,-0.596479,1.723127,0.984011,-0.768291,5.368124,3
-1.494224,4.380029,-0.372422,6.387362,-4.492997,0.567725,3.205305,-0.244947,-1.053164,5.257046,-2.493754,-0.986747,2.328316,-3.682059,-3.378376,-0.621303,1.300496,-0.664492,0.542683,-0.423834,3
-1.732468,1.459098,-0.007984,-0.427583,0.660063,-1.191427,0.504486,0.069534,-4.398534,5.744797,0.69298,4.495142,-1.595168,-6.935716,1.808159,-3.641167,-1.611936,-0.997149,-0.457898,-2.435853,4
1.481489,2.162848,3.108033,-15.7003,-2.920306,-0.56865,-2.341257,0.887253,0.634902,-1.288466,-0.519919,2.384517,-1.113608,4.431295,6.369845,0.749717,2.980412,-0.626755,0.828002,2.738442,1
-2.608579,-0.965034,-6.166751,0.093389,2.552148,2.03215,-1.85881,-1.740324,-3.643833,-9.129166,-0.715931,0.526904,-1.946161,1.569404,3.35472,6.847066,4.836352,0.226902,0.369341,1.224863,2
-2.851595,1.851161,-1.545809,4.367725,-2.11328,0.899449,-2.406782,-3.790845,-8.079642,2.561992,-0.622763,-0.088217,5.623645,-3.961463,0.277496,-2.541291,1.078641,0.740632,-0.132169,-6.565422,3
-0.540898,-2.672724,-3.554033,0.284586,-0.270371,0.028893,0.233533,-0.42509,-1.749446,1.713674,-1.544526,4.163066,2.415618,-0.262501,0.577242,-2.667237,-0.501712,0.67791,1.693526,-1.831285,2
1.994953,2.96758,-4.465895,5.889404,-5.12815,-0.309647,3.173574,-3.703332,-0.279114,-6.075497,0.581895,-2.641477,2.636321,3.56603,1.246461,-2.807347,-3.514107,-0.860177,0.245171,1.367664,0
-1.581851,1.948054,0.006111,2.11726,-2.783282,-0.429557,1.418842,2.513962,6.108257,8.798657,0.131542,2.079481,1.102171,-0.020043,-1.704402,1.421211,-3.304252,2.014888,-0.071118,5.413939,3
-5.669255,4.507741,-4.843149,11.360377,-0.774099,0.292023,-0.970675,-0.338971,-3.997579,10.551394,-0.463213,-1.914812,2.228002,-5.881922,-5.779856,-1.607531,0.687919,2.056334,2.132952,-1.579535,4
0.723842,-0.427777,3.894999,4.716794,-4.0473,0.490556,1.574548,-1.537407,-2.484426,5.818851,2.124522,0.982468,-0.519077,-0.866162,-1.705112,-1.862554,-2.977407,-0.657853,-0.786284,-1.024712,0
2.204173,2.755159,-6.156853,2.795702,-4.633298,-0.169442,0.199263,-0.100641,-0.859273,2.438708,-0.103556,-2.017711,0.704752,1.264776,-2.797212,-3.651879,-0.56114,1.150583,0.997002,3.591162,0
2.23735,-3.069211,-4.567066,-0.595451,0.700858,-0.243896,0.712358,0.471759,0.595463,-6.664896,-0.857544,1.087956,1.978619,0.084135,-0.19987,2.655262,3.228283,0.832491,-0.126531,0.668413,1
2.682185,-3.741949,-6.12378,2.566469,1.994343,0.620203,-2.056167,-3.263609,-4.870187,-3.695301,0.975234,3.401744,3.567469,-4.226041,-0.83253,-2.912295,-0.605174,0.093454,1.192084,-2.827486,2
1.092261,-1.738822,-1.711553,2.481226,-0.664584,-2.473744,1.459433,2.307445,1.964443,3.823164,0.337233,1.644154,0.138479,-1.682582,-1.02116,-1.495773,-3.389313,0.778941,-0.965316,1.558354,2
-0.302807,-0.08231,-1.48446,5.406874,2.065136,-1.955608,2.642211,2.758487,3.164899,1.537787,-1.025233,-1.481239,3.504717,-4.855931,-1.977145,-2.872732,-3.018751,0.172034,1.280232,-2.592401,0
1.53623,-2.04458,-3.422949,0.852534,-1.382792,1.071981,-1.30996,-1.246191,-1.705274,-4.487658,2.03935,2.119697,0.343739,-0.336579,3.243852,4.325435,-1.519205,-2.090403,1.801157,2.813435,1
2.132051,0.045832,-0.957988,3.135746,0.693632,-0.188286,1.359924,1.074563,1.741097,-0.950246,2.253935,-1.820112,2.535005,-3.541639,-1.766672,-2.233288,-2.127147,-0.433961,-0.453334,-1.131377,0
1.080882,3.09072,-0.677979,-11.55284,2.534188,0.230494,-2.481448,-1.680268,4.982315,0.207465,1.48437,4.570378,-0.337915,2.412585,0.220396,-2.251015,1.731832,-1.686868,1.192132,4.921143,3
1.726879,0.512519,1.497295,-4.590788,4.514863,1.339382,2.735777,4.053844,10.785046,-0.772216,0.358152,0.232879,4.452502,-2.504721,-2.407801,-2.186808,-0.20745,0.255602,-0.763923,0.205469,0
-2.201921,-1.046501,-1.927355,4.06685,0.625015,-0.244115,-0.289788,1.478362,5.252967,4.319942,0.90478,1.1448,1.726685,1.232066,-1.950943,2.922361,-2.571932,0.982251,0.526749,3.656144,3
2.710216,-4.146922,0.447927,1.094735,-3.906178,-2.173146,-0.659001,2.061488,-8.903436,-0.69384,-1.035531,-0.594756,1.490297,-5.510321,3.23838,0.735042,0.502991,0.28684,-0.620372,-5.558215,2
-1.497836,4.164019,0.067159,-7.24433,-3.84737,1.047872,-3.016315,0.922922,-2.877358,7.916005,0.462213,1.221783,-1.662149,1.104459,2.129176,-2.315393,1.296942,-0.576608,-0.518887,2.098964,1
1.188257,3.998451,-2.2602,-1.336347,-0.326967,1.511846,1.931129,1.331974,5.350145,2.28609,0.889997,0.426629,2.484996,-2.203867,-1.974173,-3.5108,-1.145681,-2.165023,0.630488,2.776899,0
-8.030179,-3.506154,2.128253,6.950435,0.796934,0.491091,-3.392381,1.125248,-10.926459,12.83308,0.57154,0.468876,-1.375745,-3.241037,-0.789861,-0.776317,1.127335,-0.576774,-0.050838,-8.989185,0
-4.889126,-0.014256,2.015496,8.350634,-1.83194,-1.068594,0.272941,-0.117725,-8.607262,8.759606,-0.433321,0.15341,-0.688082,-5.782483,-1.661997,0.228859,1.343385,0.24262,1.120765,-6.036533,0
1.051891,-1.536761,1.678099,4.326459,2.201104,-2.38648,1.188397,-0.437375,-0.293724,-5.017473,0.679825,-2.82594,-0.743126,-1.287835,1.1999,-0.266049,-3.639167,-0.661424,-0.20055,-2.543907,4
-1.589195,-3.567556,-3.122438,9.076225,0.67938,1.617512,0.941468,-3.122809,-9.193698,-8.835107,0.545908,-3.040059,0.349547,-0.467023,1.109132,1.612641,2.649795,-0.529765,-0.859646,-7.383905,2
-4.130202,-3.570811,-0.908192,10.738285,1.429404,-0.479473,2.419974,-3.569267,-10.535039,-2.90555,1.179236,0.041948,1.524835,-3.448248,0.72069,-2.537848,0.981004,1.825183,-1.08311,-11.621221,2
-4.703004,0.788843,-1.732132,4.50664,2.886675,1.382422,1.980192,0.787222,5.114987,3.851568,-0.082306,1.36092,5.207371,-1.135837,-2.356123,-1.393351,-0.901891,2.138123,-0.409116,-2.122207,0
-3.269466,-1.712087,0.101574,3.843186,1.365738,-1.862057,-2.205673,-0.346065,-4.532722,5.193391,-1.21862,-0.461524,2.250499,-1.835473,-1.867444,-2.269079,0.647159,1.45118,-0.981059,-5.796937,3
-0.092134,-3.501307,-4.464847,7.101176,0.298192,-0.232419,-1.006396,-2.249027,-7.074694,-1.845906,-0.851362,0.911628,0.834688,-3.078266,0.174581,-0.519177,-1.196462,-0.942042,-2.407411,-3.544309,2
-3.473916,1.021263,-1.891297,0.682423,-0.076669,0.828708,0.17509,1.812342,-0.329865,8.49342,-0.211994,3.58808,-1.600254,-2.010223,-0.087144,-1.281903,-1.126591,-0.086679,-0.882501,1.295119,4
-0.603187,0.480588,-2.360022,-2.585594,0.017165,0.348782,1.320607,3.027063,4.891711,4.525737,-0.564243,4.411678,-0.820359,-0.872638,1.706532,-0.248161,-3.268861,0.706927,-0.514674,4.754559,4
3.979671,0.397549,-2.543752,-4.029773,-1.030681,-0.74593,-1.715511,-0.575303,2.567789,-3.698807,1.482431,0.697959,0.985066,1.06925,1.625385,0.451611,-2.073452,1.175372,-1.183746,4.74852,2
0.932381,-1.056454,0.845551,-4.379798,2.284078,-0.585924,1.235233,5.957273,4.087706,3.638638,-0.279745,1.312785,-3.098885,-3.36851,-1.325638,1.435697,1.686031,1.232203,1.048526,2.603605,4
3.083872,-0.991001,-0.233591,-5.561516,-1.395621,-1.259655,-2.152688,-0.720708,1.423182,-1.241618,-2.085575,2.660298,2.579385,0.768398,2.219021,0.013796,-1.560101,0.35259,-0.169171,2.191491,2
-3.75108,2.351511,-1.31877,3.372393,-2.078363,-0.975992,-1.627684,1.271128,-8.561663,9.299611,-0.310135,-0.758433,-2.318857,-5.050179,-1.326718,-1.616831,2.629935,-0.996419,-1.506809,-3.04677,0
-0.009613,2.759347,-1.471371,-7.985692,4.345871,-0.994813,2.13192,0.402802,8.184317,-1.808661,-0.442645,3.871599,-0.510891,1.628236,-0.3396,-2.918442,1.267386,-0.030297,-0.488748,3.642544,3
-0.270455,-1.030343,0.158132,2.916317,-0.893001,1.950202,-2.177123,-3.419816,-7.457691,0.44952,0.857488,0.166996,0.80453,-1.480897,2.066269,-3.611936,-2.855824,-0.874316,0.199922,-4.891086,2
0.186902,-0.146458,-2.083179,2.803575,0.596226,0.095465,0.150265,-0.133785,0.481696,-0.868047,-0.847754,-0.812125,4.468598,-2.340487,-1.646787,-1.068736,0.188053,0.140189,1.003711,-2.189169,0
-1.198574,3.782762,1.159455,-3.606199,0.23957,-0.606434,-1.059559,4.280068,5.501505,10.054013,-0.277419,-0.30826,-0.811317,-1.465567,-2.491035,-1.62795,-1.05892,-0.01243,0.299618,4.110057,4
-1.754168,-3.748574,2.016228,1.297774,2.57002,0.004084,-0.213347,3.599038,-5.887806,-0.876681,-0.396589,-3.343805,-4.226312,-1.645364,3.210786,-0.354072,-0.181856,0.857064,1.952166,-6.263569,4
0.543533,4.583952,1.850827,2.009733,-1.033944,-1.666078,3.829032,-2.492134,4.980719,1.843564,-0.590411,2.037464,2.742161,-2.203265,-1.652361,-3.728825,-3.584026,-1.210656,1.203994,1.295128,0
-0.483897,3.533544,-1.753764,5.597645,-3.146459,1.058041,-2.789166,-7.268141,-5.10904,2.410981,0.215727,1.926191,2.29725,-1.898372,-1.252638,-0.9005,-2.330935,0.436402,0.139003,1.021723,3
4.617839,-0.759294,-3.798634,-12.060238,3.301282,0.864276,-4.845797,4.069811,8.498497,-2.294989,1.938824,1.829262,3.925713,-0.865036,1.829845,1.064738,-1.191782,-1.00701,0.622742,6.307249,1
3.075815,-2.605725,-4.164314,1.316692,4.290925,-0.036858,-0.022864,-2.071746,-2.419601,-17.205431,-0.176305,-3.609477,-0.340853,-0.297365,2.710609,3.257947,2.137394,-0.596957,-0.287996,-2.043172,2
3.530729,-1.074571,0.518743,-1.288433,-2.709532,0.347173,-3.604839,-2.687081,-4.870431,-4.474802,-0.722582,-0.557782,1.116477,-1.053492,2.868536,2.773367,-0.752674,0.178832,0.548226,0.240363,2
-1.041932,4.139117,-0.793168,1.178205,-2.92707,0.9436,0.706298,2.202109,3.599727,8.870928,2.308853,1.128732,1.054847,-2.928239,-2.642333,0.36014,-0.931561,0.024234,0.245822,4.599088,3
-1.140722,-1.841702,-0.547463,3.951724,-0.590398,-1.015546,0.969794,-1.406122,-2.801657,-9.389908,-0.744459,-2.119783,1.991522,0.755968,3.936594,5.938991,1.440562,-0.048818,-0.08864,-2.918546,2
2.087901,-1.183688,0.55817,0.939312,-2.941979,0.621523,0.275683,-0.413448,-2.120533,-1.470012,0.44897,-0.316862,0.271681,0.057931,1.743932,0.446429,-1.71618,0.474088,-1.783615,-0.158781,2
-0.264299,3.462305,1.088062,-11.41653,-4.728748,0.490277,-3.488324,0.456782,0.683399,9.451976,0.310833,3.567633,-0.024563,4.651728,2.514865,-4.150134,-0.484807,-1.773423,1.388544,3.924594,1
-1.404346,2.11882,0.730876,2.202736,0.15679,-0.517789,-0.568991,1.321723,-1.019382,3.218857,0.455286,-1.555182,2.6375,-5.344591,0.372196,-0.926853,-1.542428,-0.356885,-0.425819,-2.667619,4
0.704656,4.89461,-0.828322,-4.308748,-0.413852,0.897792,2.111221,2.533513,4.329978,5.219987,0.374104,2.76068,-3.893552,-2.958985,0.077621,-2.284339,-1.839244,-0.607697,-1.973377,6.097124,4
1.071649,-0.683325,3.796442,-1.384541,-0.500697,-0.366388,1.933416,1.924866,3.929787,-2.721592,-0.268258,-1.999217,1.352654,1.696884,2.829464,0.249993,-3.059354,-1.126758,-0.398835,-0.887986,4
-2.134478,1.058227,-1.33467,0.934803,0.867066,-0.24035,-3.285044,-2.971243,-4.665569,1.192764,1.180834,0.066449,1.078605,-0.675212,0.447759,-1.810052,0.115137,-0.216407,-1.182425,-2.621953,2
-2.00144,-3.050894,-1.380904,7.07271,1.02407,-0.742746,-1.820004,-2.667376,-8.171366,4.743442,-0.415414,2.283329,0.454205,-4.01777,0.478904,-4.971165,-4.668252,0.534825,0.897104,-6.132549,2
2.551012,2.138424,1.444831,-9.400405,1.847186,-0.374707,2.664236,5.831274,7.388388,4.199165,-0.433179,1.589085,-4.89457,-0.737226,-0.233811,-4.291167,-1.007051,0.622483,0.354512,4.829906,4
-3.286333,1.903122,-0.035865,3.317183,-1.018112,0.36112,0.940979,-1.943728,-6.502445,3.995043,-0.260685,2.29692,1.897542,-5.539967,0.510264,-2.857911,1.163588,-0.024752,-0.58279,-5.756475,0
-0.064486,0.321943,-0.87946,-3.570354,1.382977,-1.080036,-3.946203,1.783894,7.481462,7.441593,1.083709,2.943533,0.674508,1.233756,-1.286814,1.316024,-4.27674,-0.364007,2.113319,7.487374,3
-2.768037,0.441425,-1.832033,3.733133,1.298275,0.403394,3.219812,0.395914,0.404324,1.449542,0.11526,0.514731,2.320152,-1.345363,-2.097716,-3.123178,1.492093,-0.478954,-0.762436,-3.815201,3
1.202165,-2.077994,-1.001978,1.22998,-0.292673,-0.271426,1.731521,3.911868,3.86522,2.946197,0.588243,1.638898,0.880426,-2.79859,-1.519344,2.012501,-0.960468,-1.759565,-0.269278,2.414744,0
2.214309,2.329814,-0.380599,-7.972098,1.909385,-1.250746,3.834675,3.774852,6.854032,-8.070135,2.700733,-0.541459,1.364288,-1.130565,4.281591,-0.322741,0.758782,1.240823,0.183962,1.00583,4
-1.775764,-2.359671,2.669519,-0.460525,1.712113,1.249532,-2.500116,-1.500045,-3.798613,-3.217446,-1.48777,0.11526,-0.452051,0.031999,3.200617,4.002093,0.881743,-0.341011,-1.68412,-3.059235,1
-4.081307,-5.338314,-2.729436,7.862525,0.513943,-0.139808,1.113618,-2.867747,-11.942985,-3.905386,1.024116,1.812009,3.558753,-3.236883,3.318172,-1.314389,1.965644,1.173205,-1.091817,-12.213008,2
0.659834,4.3889,-1.845089,-1.403215,-3.435267,-1.799872,0.413462,1.177039,3.024769,7.103458,-0.842215,1.714653,2.238794,-2.384351,-1.746591,-2.438443,-1.267032,-0.988722,0.852319,4.075404,0
1.75441,1.994908,3.596338,-12.414308,-1.197935,0.051085,-2.026365,1.34377,-0.210371,1.574228,0.052575,0.960256,0.359862,0.49015,1.550891,-1.929056,4.548163,-1.256603,0.236896,-0.526983,1
-0.300054,0.747493,-1.374056,5.937925,-5.346349,0.922278,1.400692,-1.578823,-8.397211,1.712137,0.442614,-1.031471,0.140727,-2.264912,0.304624,-1.695924,0.672118,0.137397,-1.287504,-3.558816,0
2.870421,3.626423,-2.842411,1.808136,-2.964859,0.795479,-1.673511,0.392453,8.014923,8.014956,-0.703698,1.886007,1.976132,-1.352684,-2.917064,-0.332525,-7.824119,-0.42363,1.722437,10.549192,0
1.834968,2.602526,1.136451,-10.791914,-4.571474,-1.010833,-1.515087,2.543371,4.691379,9.620937,1.28173,4.949558,-0.896933,2.517964,1.850245,-2.372632,-2.488028,-0.52037,0.21868,7.351508,1
3.215588,-3.438216,-3.405584,-7.185865,3.427387,-0.02519,-3.261688,1.44404,3.303833,-7.266921,0.972592,0.703002,4.670422,0.273064,1.590876,1.820725,1.98753,0.032539,0.133477,0.421774,1
0.807636,-5.987794,-3.085718,4.447071,3.372197,-1.482306,3.222258,-1.777309,-0.625058,-6.059884,-2.711773,2.694478,2.892107,0.353936,-0.586451,-3.715489,-1.000441,-0.490965,-1.457235,-5.558033,2
0.690219,-3.052269,2.631083,-1.184656,-0.117272,0.463638,2.92597,3.958084,1.948453,3.216595,-1.607985,3.861277,0.592968,-4.552557,1.069218,1.122381,-0.987769,0.203004,1.46381,-1.07476,0
0.445622,0.978077,3.526662,3.579925,-0.703336,-0.509292,-0.306568,-2.748171,2.616429,-1.224448,0.26093,-0.93849,1.124141,0.729455,0.172081,2.645163,-4.16872,-0.123047,-0.220854,1.872606,0
1.066173,-0.44586,-3.147407,4.35205,-2.550175,-0.499562,2.406889,1.951238,5.165028,-0.216621,0.873432,-1.058685,5.720614,0.3756,-1.148921,0.430051,-2.514818,-0.752318,1.794544,1.530316,3
-3.705749,1.220908,-0.550028,7.846595,-1.209812,-1.579015,-1.86999,-4.55738,-9.779122,1.400631,-1.928894,-1.710101,2.179951,-3.141635,-1.605623,-0.234473,2.92241,1.822805,-0.135739,-6.622834,3
0.410841,2.960283,1.991359,-12.28412,-2.4903,0.805891,-2.62777,0.640148,2.446362,4.984656,1.794795,3.746636,-0.843629,3.382407,2.964979,-1.129387,0.738814,-0.465214,-1.322439,4.538488,1
1.759838,2.236511,-3.155297,-1.55852,2.183779,0.484859,4.970535,1.669649,5.311422,-0.853086,-0.20173,3.04927,-4.506652,-1.703489,-0.852292,-3.394041,-1.640035,-0.22385,-1.537045,4.875882,4
6.04253,6.744065,-3.020886,-7.930698,-5.461206,-0.313565,-0.991142,1.229558,9.126182,6.57641,-1.571194,4.104693,-1.110593,-0.742486,-1.594643,0.153443,-3.749448,0.729725,0.215081,15.596302,0
3.550203,-1.479244,-4.399712,-7.943124,1.886505,-1.364891,0.077693,3.951666,12.141242,-0.62559,-0.680766,2.406087,3.977128,4.232771,-0.859292,-2.201793,-2.146023,-0.204932,0.572897,6.401529,1
-0.091221,1.967464,-3.579594,4.030944,-1.661929,-0.21148,2.508643,0.694812,4.160663,4.888496,0.662994,3.100503,3.17093,-3.722492,-4.032608,0.428809,-0.218291,-0.123687,0.326052,3.747489,3
-0.516521,2.82826,-0.384891,-11.896273,-1.454429,0.910045,-4.781019,0.016679,-0.522252,4.548983,-0.705938,1.510287,-0.835885,4.919055,1.797109,-2.863846,2.864551,-0.943904,0.350078,2.587067,1
-1.05636,2.041539,-4.047776,4.550691,-0.464219,0.029098,-0.077147,-0.813289,-0.118366,6.576111,-1.409827,4.028637,-1.577699,-4.436912,-2.685987,0.370176,-1.979012,0.20199,-0.941451,4.765,3
-0.4248,3.670095,-0.132899,-5.568166,0.787853,-0.229203,-0.59355,-1.82023,4.842148,4.609222,-1.252603,4.45613,3.122271,-0.094463,-2.350441,-3.451977,0.867456,-0.207122,2.275729,2.457835,3
-1.97398,-0.009448,-3.138201,2.919253,0.243684,-0.873884,0.456453,4.558607,2.294224,6.328864,0.879184,0.433091,-0.931345,-2.446724,0.667388,-0.235004,-4.223749,0.602984,-1.24177,2.426655,3
2.079976,-0.132964,-1.634004,-0.958454,-1.056917,-0.738145,-4.59414,-7.638582,-7.949665,-5.379854,-0.700356,1.676029,1.758113,0.582346,3.108364,-2.53266,-1.583363,1.062338,0.340967,-2.318364,2
-3.520914,-2.648861,-2.246279,8.683839,-0.003298,1.322247,1.866614,-2.707339,-6.907185,-3.889605,1.834032,1.338908,0.328236,-2.097147,1.732709,3.365469,1.368655,-0.08926,-0.641591,-4.892745,2
-1.93919,2.930336,-0.969686,2.974556,-1.854071,-0.503074,2.63341,-0.085845,4.729813,3.207572,-1.126082,2.445374,0.627111,-0.307367,-1.601374,3.311735,-0.258859,0.200014,0.002127,4.930415,3
-1.453323,-1.276558,-3.244915,2.503336,3.100867,0.268945,1.101762,-0.322524,-1.70085,-7.076841,0.506473,-1.312867,-1.184286,0.300369,1.735855,1.33608,1.412656,0.222233,-1.082857,-2.120882,2
3.045021,-0.491329,2.051597,-7.322767,-2.033656,-2.092321,-1.99204,0.327009,-0.602495,3.626089,0.040406,2.503613,-0.967047,0.812253,0.685816,-2.687902,-0.38296,1.258034,-1.865942,1.573472,1
-0.780651,1.812329,-2.757916,4.043383,-2.993779,-0.108248,1.845521,1.113058,-0.789847,5.836848,0.86481,1.538429,1.141181,-3.806105,-2.480469,-0.468116,0.506308,0.077519,0.231179,1.21166,3
0.001981,-4.046089,-0.045235,1.511645,1.716193,-1.536483,0.95798,1.283273,2.308804,-2.598486,0.296173,0.383681,0.65097,1.811289,1.269767,1.263665,-2.199309,-0.332423,-0.673602,-0.808012,1
0.9662,-1.53924,0.941283,-1.559007,2.318647,0.335621,0.246187,0.368668,-5.652312,-5.483297,1.247806,-2.036406,-2.511963,-2.24989,3.666071,-2.9988,0.02714,0.059266,-1.067498,-5.801755,4
4.999617,-0.781278,0.850617,-11.349062,-0.502188,-1.197099,-0.116222,3.517309,7.257294,-6.057896,0.156894,-1.891078,-0.54609,6.577094,2.665744,0.312952,0.515481,0.368416,-0.288146,4.726529,1
